Power;Pressure;Point1_EtchRateO;Point2_EtchRateO;Point3_EtchRateO;Point4_EtchRateO;Point5_EtchRateO;Point6_EtchRateO;Point7_EtchRateO;Point8_EtchRateO;Point9_EtchRateO;Point10_EtchRateO
1075.8;0.055536;0.293;0.294;0.289;0.275;0.251;0.215;0.17;0.123;0.0834;0.0539
532.5;0.014156;0.203;0.202;0.197;0.187;0.171;0.15;0.126;0.102;0.0807;0.064
1865.9;0.023042;0.341;0.342;0.344;0.346;0.345;0.336;0.313;0.278;0.231;0.185
1075;0.01889;0.322;0.322;0.319;0.31;0.296;0.272;0.239;0.199;0.157;0.121
1363.2;0.069537;0.313;0.313;0.307;0.292;0.267;0.228;0.179;0.128;0.0857;0.0551
1295.1;0.028205;0.338;0.339;0.339;0.335;0.324;0.303;0.267;0.22;0.167;0.121
912.6;0.013227;0.279;0.278;0.273;0.263;0.247;0.223;0.194;0.163;0.133;0.11
872.9;0.067679;0.211;0.21;0.207;0.196;0.176;0.148;0.115;0.0824;0.0553;0.036
1177.5;0.035713;0.334;0.334;0.332;0.325;0.309;0.28;0.238;0.186;0.135;0.092
841.6;0.022939;0.306;0.304;0.298;0.287;0.268;0.24;0.203;0.161;0.12;0.0866
1706.7;0.028711;0.346;0.347;0.348;0.349;0.345;0.333;0.305;0.263;0.209;0.157
545;0.068372;0.135;0.134;0.132;0.125;0.113;0.0946;0.0733;0.0527;0.0356;0.0234
1303.5;0.015368;0.327;0.327;0.323;0.315;0.304;0.284;0.256;0.219;0.182;0.149
630.6;0.067938;0.155;0.154;0.152;0.144;0.129;0.109;0.0842;0.0604;0.0408;0.0267
600.4;0.066323;0.152;0.151;0.148;0.141;0.126;0.106;0.0818;0.0587;0.0396;0.0259
1909.1;0.014685;0.338;0.338;0.338;0.335;0.33;0.317;0.296;0.266;0.23;0.199
527.3;0.067016;0.134;0.133;0.131;0.124;0.111;0.0931;0.0721;0.0518;0.035;0.023
1525.8;0.024527;0.339;0.342;0.343;0.341;0.336;0.32;0.291;0.25;0.2;0.153
1675.6;0.023033;0.34;0.342;0.343;0.343;0.34;0.328;0.302;0.263;0.215;0.169
1301.2;0.01657;0.327;0.328;0.326;0.32;0.308;0.29;0.259;0.222;0.182;0.147
1848.5;0.02521;0.341;0.343;0.347;0.348;0.346;0.336;0.314;0.276;0.227;0.178
706.8;0.01591;0.265;0.263;0.256;0.244;0.226;0.201;0.171;0.138;0.108;0.0837
826.7;0.057593;0.232;0.232;0.227;0.214;0.192;0.161;0.125;0.0898;0.0602;0.0389
773.2;0.04368;0.264;0.262;0.256;0.241;0.217;0.184;0.145;0.106;0.0715;0.0463
562.7;0.010037;0.128;0.126;0.126;0.119;0.111;0.103;0.0922;0.0802;0.0681;0.0593
660.4;0.041989;0.239;0.238;0.231;0.216;0.193;0.162;0.127;0.0919;0.0619;0.0401
1424.7;0.022732;0.337;0.339;0.339;0.337;0.33;0.313;0.282;0.24;0.192;0.148
1031.7;0.037725;0.319;0.319;0.315;0.305;0.285;0.253;0.209;0.159;0.112;0.0751
1115.9;0.051316;0.309;0.31;0.306;0.293;0.27;0.234;0.187;0.138;0.0939;0.0609
1976.5;0.024721;0.341;0.343;0.346;0.348;0.347;0.339;0.32;0.285;0.238;0.189
1650.2;0.035076;0.35;0.351;0.353;0.352;0.345;0.328;0.295;0.246;0.188;0.135
1005;0.058836;0.27;0.27;0.265;0.251;0.227;0.193;0.151;0.108;0.073;0.0471
1493.6;0.036403;0.347;0.348;0.349;0.346;0.337;0.316;0.278;0.226;0.169;0.119
866.2;0.055749;0.248;0.248;0.242;0.228;0.206;0.173;0.135;0.097;0.0652;0.0421
943.3;0.010526;0.244;0.243;0.238;0.228;0.214;0.195;0.174;0.15;0.127;0.109
1291.8;0.014504;0.322;0.322;0.319;0.311;0.299;0.278;0.25;0.215;0.179;0.149
1117.4;0.020176;0.325;0.328;0.324;0.316;0.302;0.279;0.246;0.205;0.161;0.123
1375.3;0.031527;0.339;0.343;0.343;0.34;0.331;0.308;0.272;0.223;0.169;0.121
1327.7;0.027601;0.339;0.339;0.34;0.336;0.327;0.306;0.271;0.225;0.172;0.126
1375.4;0.019124;0.334;0.336;0.335;0.33;0.321;0.303;0.274;0.235;0.191;0.151
1267.7;0.064316;0.308;0.309;0.303;0.289;0.264;0.226;0.178;0.129;0.0862;0.0557
623.9;0.026368;0.262;0.262;0.254;0.239;0.217;0.187;0.153;0.116;0.0824;0.0565
1579.4;0.030513;0.343;0.347;0.348;0.347;0.342;0.325;0.293;0.248;0.193;0.141
1994.2;0.012994;0.332;0.335;0.335;0.331;0.325;0.311;0.289;0.262;0.23;0.204
1031.8;0.022277;0.324;0.324;0.32;0.312;0.296;0.271;0.235;0.192;0.147;0.109
1019.7;0.024237;0.323;0.325;0.32;0.312;0.296;0.27;0.232;0.188;0.142;0.103
1182;0.058781;0.305;0.306;0.301;0.288;0.263;0.226;0.179;0.13;0.0877;0.0567
1120.1;0.033186;0.329;0.331;0.329;0.321;0.305;0.276;0.234;0.185;0.134;0.0925
826.6;0.056973;0.234;0.234;0.228;0.216;0.194;0.162;0.126;0.0906;0.0608;0.0392
688.5;0.0529;0.211;0.212;0.206;0.192;0.172;0.144;0.111;0.0796;0.0532;0.0344
963.4;0.069985;0.224;0.224;0.22;0.209;0.188;0.159;0.123;0.0881;0.059;0.0384
743.3;0.036637;0.275;0.273;0.266;0.252;0.228;0.195;0.156;0.116;0.0795;0.0521
966.8;0.068908;0.229;0.228;0.224;0.213;0.192;0.162;0.125;0.0897;0.0601;0.0391
1292.8;0.031487;0.337;0.341;0.34;0.336;0.324;0.3;0.262;0.213;0.159;0.113
748.5;0.016919;0.277;0.276;0.269;0.258;0.239;0.214;0.181;0.146;0.114;0.0871
1403;0.025607;0.338;0.34;0.341;0.338;0.33;0.312;0.28;0.236;0.185;0.139
894.5;0.069717;0.209;0.209;0.205;0.195;0.176;0.148;0.115;0.0822;0.0551;0.0359
1175.8;0.068542;0.277;0.277;0.272;0.258;0.234;0.198;0.155;0.111;0.0741;0.0478
625.7;0.063015;0.165;0.165;0.162;0.153;0.137;0.114;0.0883;0.0633;0.0426;0.0277
843.5;0.048455;0.266;0.265;0.259;0.244;0.221;0.187;0.147;0.107;0.0717;0.0464
728.6;0.058643;0.203;0.204;0.199;0.187;0.167;0.14;0.108;0.0776;0.052;0.0337
1307.5;0.061441;0.32;0.322;0.317;0.303;0.279;0.241;0.192;0.139;0.0938;0.0607
1994.2;0.019414;0.337;0.342;0.343;0.343;0.342;0.333;0.315;0.284;0.242;0.201
617.3;0.029405;0.258;0.256;0.248;0.233;0.21;0.181;0.145;0.109;0.076;0.0511
1164;0.040388;0.329;0.33;0.328;0.319;0.301;0.269;0.225;0.172;0.121;0.0816
660;0.033596;0.26;0.26;0.252;0.237;0.214;0.182;0.145;0.108;0.0744;0.0491
1942.8;0.026842;0.345;0.345;0.348;0.349;0.349;0.341;0.32;0.283;0.231;0.181
507;0.063308;0.135;0.136;0.133;0.125;0.112;0.0935;0.0722;0.0518;0.0349;0.0229
1662.4;0.028356;0.345;0.346;0.348;0.347;0.343;0.33;0.302;0.259;0.205;0.155
1803;0.020987;0.336;0.342;0.343;0.344;0.34;0.33;0.308;0.273;0.228;0.184
626.7;0.061063;0.17;0.17;0.167;0.157;0.14;0.117;0.0905;0.0649;0.0435;0.0283
1099.7;0.027764;0.33;0.329;0.328;0.32;0.306;0.279;0.241;0.194;0.145;0.103
889.8;0.01187;0.258;0.258;0.253;0.243;0.228;0.206;0.18;0.153;0.127;0.106
1700.1;0.032259;0.346;0.35;0.352;0.351;0.347;0.332;0.302;0.256;0.2;0.147
1147.1;0.033111;0.331;0.333;0.331;0.324;0.309;0.28;0.239;0.189;0.138;0.0952
772.8;0.065352;0.195;0.194;0.19;0.18;0.162;0.136;0.105;0.0753;0.0506;0.0329
895.7;0.025405;0.311;0.313;0.307;0.296;0.277;0.248;0.21;0.167;0.123;0.0874
718.3;0.044698;0.247;0.245;0.239;0.224;0.2;0.169;0.132;0.0958;0.0644;0.0416
704.1;0.029636;0.279;0.277;0.27;0.256;0.233;0.202;0.164;0.124;0.0876;0.0591
1803.9;0.038475;0.354;0.358;0.36;0.357;0.353;0.337;0.305;0.254;0.194;0.139
1369.6;0.054586;0.337;0.34;0.336;0.325;0.305;0.269;0.219;0.163;0.112;0.0732
1324.8;0.050249;0.336;0.339;0.336;0.326;0.306;0.272;0.224;0.169;0.117;0.0767
717.4;0.013833;0.25;0.25;0.244;0.233;0.216;0.192;0.164;0.135;0.108;0.0869
1026.4;0.036598;0.32;0.32;0.317;0.306;0.286;0.254;0.211;0.162;0.114;0.0767
1269.9;0.020341;0.331;0.335;0.333;0.327;0.316;0.295;0.265;0.223;0.179;0.138
1102.7;0.034956;0.328;0.329;0.326;0.318;0.301;0.27;0.228;0.178;0.128;0.0869
614;0.010043;0.149;0.147;0.145;0.137;0.129;0.118;0.106;0.0914;0.0775;0.0671
859.9;0.042792;0.285;0.284;0.278;0.263;0.24;0.206;0.164;0.121;0.0822;0.0536
685;0.043858;0.241;0.239;0.232;0.217;0.194;0.163;0.128;0.0925;0.0621;0.0402
775.9;0.013904;0.263;0.263;0.257;0.245;0.228;0.204;0.176;0.145;0.116;0.0938
859.9;0.033202;0.302;0.303;0.297;0.284;0.262;0.229;0.188;0.143;0.101;0.0678
1125.9;0.040298;0.326;0.327;0.324;0.314;0.296;0.263;0.219;0.167;0.117;0.0786
574.5;0.062114;0.155;0.155;0.151;0.142;0.128;0.106;0.0823;0.059;0.0396;0.0259
1236.3;0.060876;0.31;0.311;0.306;0.292;0.268;0.23;0.182;0.132;0.0889;0.0575
1233.9;0.024226;0.334;0.336;0.334;0.329;0.318;0.296;0.262;0.217;0.169;0.126
1006.6;0.030252;0.322;0.323;0.319;0.31;0.292;0.263;0.222;0.175;0.127;0.0881
1053.9;0.018611;0.32;0.32;0.316;0.307;0.293;0.269;0.236;0.196;0.154;0.119
666.8;0.016212;0.257;0.256;0.248;0.236;0.219;0.194;0.164;0.131;0.102;0.0785
1084.6;0.016911;0.317;0.317;0.313;0.305;0.29;0.268;0.235;0.197;0.158;0.125
862.5;0.054662;0.251;0.251;0.244;0.231;0.208;0.175;0.137;0.0983;0.066;0.0426
1105.9;0.05348;0.304;0.305;0.299;0.286;0.263;0.226;0.18;0.132;0.0893;0.0578
644.7;0.017333;0.257;0.255;0.248;0.237;0.217;0.193;0.161;0.128;0.0981;0.0741
698;0.069094;0.167;0.166;0.164;0.155;0.14;0.118;0.0913;0.0655;0.0441;0.0289
1913.1;0.022489;0.34;0.342;0.344;0.345;0.345;0.337;0.315;0.281;0.235;0.189
1934.2;0.024985;0.341;0.343;0.347;0.348;0.347;0.339;0.318;0.282;0.234;0.185
1362.8;0.039174;0.342;0.344;0.344;0.338;0.326;0.299;0.257;0.203;0.147;0.101
589.7;0.027565;0.252;0.251;0.243;0.228;0.206;0.177;0.143;0.107;0.0754;0.0511
852.2;0.05299;0.254;0.254;0.247;0.233;0.21;0.177;0.138;0.0998;0.0669;0.0432
1029.7;0.044452;0.311;0.31;0.306;0.293;0.271;0.236;0.191;0.142;0.0975;0.064
523.1;0.016049;0.215;0.215;0.208;0.196;0.18;0.157;0.131;0.104;0.0798;0.061
564.5;0.028833;0.243;0.241;0.233;0.218;0.196;0.167;0.134;0.1;0.0697;0.0469
753.5;0.065697;0.189;0.189;0.185;0.175;0.157;0.132;0.102;0.0732;0.0492;0.0321
1471.6;0.039799;0.347;0.35;0.35;0.345;0.334;0.31;0.27;0.215;0.157;0.109
1176.4;0.059542;0.302;0.303;0.298;0.285;0.26;0.223;0.176;0.128;0.086;0.0556
1320.5;0.058947;0.326;0.328;0.324;0.311;0.287;0.25;0.201;0.146;0.0993;0.0644
944.5;0.018472;0.31;0.31;0.305;0.295;0.278;0.253;0.219;0.18;0.14;0.108
783.4;0.057434;0.221;0.222;0.216;0.204;0.183;0.153;0.119;0.0851;0.057;0.0368
775.3;0.010589;0.212;0.211;0.207;0.197;0.184;0.166;0.147;0.126;0.106;0.0902
1052.7;0.021604;0.324;0.325;0.321;0.313;0.297;0.273;0.238;0.195;0.151;0.113
1438.4;0.033088;0.342;0.346;0.346;0.343;0.335;0.313;0.277;0.227;0.171;0.122
1670.3;0.036325;0.351;0.353;0.354;0.353;0.346;0.329;0.296;0.245;0.187;0.134
621.7;0.063538;0.163;0.163;0.16;0.151;0.135;0.113;0.0872;0.0625;0.0421;0.0274
1230.2;0.053739;0.321;0.324;0.319;0.307;0.284;0.248;0.2;0.147;0.101;0.0654
1153.8;0.063662;0.288;0.288;0.282;0.269;0.244;0.208;0.163;0.117;0.0784;0.0507
1170.2;0.03171;0.332;0.335;0.333;0.327;0.312;0.285;0.245;0.196;0.144;0.101
959.5;0.022221;0.318;0.317;0.313;0.304;0.286;0.26;0.224;0.181;0.138;0.101
1262.8;0.041817;0.338;0.338;0.336;0.328;0.312;0.281;0.237;0.183;0.129;0.0869
1266.2;0.065632;0.304;0.305;0.299;0.285;0.26;0.222;0.175;0.126;0.0842;0.0543
1726.4;0.022597;0.339;0.342;0.343;0.344;0.341;0.33;0.305;0.267;0.22;0.175
1589.2;0.011218;0.311;0.312;0.309;0.302;0.29;0.273;0.249;0.221;0.193;0.171
514.7;0.067433;0.13;0.13;0.127;0.121;0.108;0.0907;0.0703;0.0505;0.0341;0.0224
1883.5;0.038051;0.355;0.359;0.361;0.359;0.356;0.342;0.311;0.262;0.202;0.147
1656.4;0.027796;0.344;0.345;0.347;0.347;0.343;0.329;0.302;0.259;0.205;0.156
564;0.035245;0.229;0.227;0.22;0.205;0.183;0.153;0.121;0.0883;0.06;0.0392
1067.3;0.033771;0.325;0.327;0.324;0.315;0.297;0.266;0.225;0.175;0.126;0.0862
1556.5;0.016207;0.333;0.335;0.334;0.33;0.322;0.307;0.28;0.245;0.206;0.171
1594.3;0.038692;0.349;0.353;0.354;0.351;0.343;0.322;0.285;0.232;0.173;0.122
836.4;0.056567;0.238;0.238;0.232;0.219;0.197;0.165;0.129;0.0923;0.0619;0.04
903.6;0.03837;0.301;0.301;0.295;0.283;0.26;0.227;0.184;0.137;0.0953;0.0631
1509.5;0.029144;0.343;0.345;0.346;0.345;0.338;0.321;0.288;0.243;0.188;0.139
1216.2;0.033232;0.334;0.337;0.336;0.33;0.316;0.289;0.249;0.198;0.146;0.101
854.7;0.063845;0.219;0.219;0.214;0.203;0.182;0.153;0.119;0.0849;0.057;0.037
765.7;0.055306;0.224;0.224;0.218;0.205;0.184;0.154;0.12;0.0857;0.0574;0.0371
1744.5;0.01814;0.339;0.34;0.34;0.34;0.335;0.323;0.3;0.265;0.224;0.185
1650.4;0.017044;0.337;0.337;0.337;0.336;0.329;0.316;0.29;0.255;0.215;0.178
1901.7;0.015723;0.336;0.339;0.339;0.336;0.332;0.322;0.3;0.269;0.232;0.198
661.8;0.026349;0.272;0.272;0.264;0.249;0.227;0.197;0.161;0.123;0.0879;0.0605
773.3;0.012996;0.252;0.252;0.247;0.237;0.219;0.197;0.169;0.141;0.114;0.0939
648.6;0.019918;0.265;0.264;0.258;0.244;0.224;0.197;0.165;0.13;0.0965;0.0706
1234.6;0.068158;0.291;0.291;0.285;0.271;0.247;0.21;0.164;0.118;0.0785;0.0506
789.9;0.020658;0.294;0.294;0.287;0.275;0.256;0.228;0.194;0.155;0.117;0.0855
1843.8;0.037648;0.354;0.358;0.36;0.358;0.354;0.34;0.308;0.259;0.2;0.145
648.6;0.053402;0.199;0.199;0.193;0.181;0.161;0.134;0.104;0.0742;0.0496;0.0321
566.2;0.039512;0.218;0.216;0.209;0.195;0.173;0.144;0.113;0.0814;0.0548;0.0355
1335.9;0.043691;0.342;0.343;0.341;0.333;0.318;0.288;0.243;0.188;0.133;0.0891
967.9;0.068085;0.232;0.231;0.227;0.215;0.194;0.163;0.127;0.0909;0.0609;0.0396
768.5;0.03347;0.286;0.286;0.279;0.265;0.242;0.209;0.169;0.127;0.0886;0.0589
1008.4;0.049108;0.297;0.298;0.292;0.278;0.255;0.219;0.175;0.128;0.087;0.0563
815.2;0.013113;0.262;0.261;0.256;0.246;0.229;0.206;0.177;0.148;0.12;0.0988
1265.2;0.06358;0.309;0.31;0.304;0.291;0.266;0.228;0.18;0.13;0.087;0.0562
652.3;0.033029;0.259;0.259;0.251;0.236;0.213;0.182;0.145;0.108;0.0744;0.0492
1086.3;0.030595;0.328;0.33;0.327;0.319;0.303;0.275;0.234;0.186;0.136;0.0953
581.9;0.05249;0.183;0.183;0.177;0.165;0.147;0.122;0.0942;0.0673;0.0449;0.0291
1251.9;0.046892;0.332;0.333;0.331;0.321;0.302;0.269;0.222;0.168;0.117;0.0768
