Power;Pressure;Point1_EtchRateO;Point2_EtchRateO;Point3_EtchRateO;Point4_EtchRateO;Point5_EtchRateO;Point6_EtchRateO;Point7_EtchRateO;Point8_EtchRateO;Point9_EtchRateO;Point10_EtchRateO
230.5;0.021396;0.086881435;0.082497509;0.07612089;0.0669545;0.055396878;0.041448024;0.032560611;0.024470276;0.016061109;0.010122883
94.5;0.036277;0.08528728;0.080504816;0.074925274;0.066157423;0.054599801;0.040650947;0.026941216;0.014706078;0.006296911;0.003594819
82.2;0.035903;0.084888741;0.080504816;0.074925274;0.066157423;0.054998339;0.041049485;0.0272999;0.015024909;0.006536035;0.003686483
223.4;0.018531;0.080106277;0.076519429;0.072135503;0.064563268;0.054599801;0.042245101;0.029890402;0.023234806;0.016818333;0.011597476
130.4;0.034832;0.083294587;0.080106277;0.074925274;0.0669545;0.055795417;0.041846563;0.028336101;0.015981402;0.007253404;0.003937562
105.7;0.055912;0.064563268;0.056592494;0.049817336;0.040252408;0.029412155;0.017734972;0.010760545;0.00545998;0.001422783;0.000254268
83.4;0.046335;0.078910661;0.072135503;0.064961807;0.054998339;0.04264364;0.028854201;0.016539356;0.008329459;0.004144802;0.001171704
209.6;0.017986;0.078113584;0.074925274;0.070541348;0.063367652;0.053802723;0.042245101;0.030249087;0.022796413;0.016858187;0.011836599
275.9;0.023157;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040650947;0.034114912;0.024271006;0.015303886;0.009006974
233.4;0.04614;0.078910661;0.072534042;0.065360345;0.054998339;0.043042179;0.029093324;0.016738625;0.008369313;0.004184656;0.001175689
80.3;0.020929;0.086084357;0.08209897;0.075722351;0.0669545;0.055396878;0.041846563;0.031922949;0.024390568;0.016300232;0.010441714
374.7;0.019651;0.083693125;0.079707738;0.074128197;0.066157423;0.055396878;0.042245101;0.029491863;0.023992029;0.016658917;0.011119229
271.7;0.025734;0.08847559;0.081700432;0.074526735;0.063766191;0.051012953;0.044636333;0.034593158;0.023115244;0.013669877;0.007372966
252.9;0.017499;0.07612089;0.073331119;0.068947194;0.062570575;0.053404185;0.041846563;0.030328794;0.022198605;0.016778479;0.011996015
227;0.012855;0.060577881;0.056991033;0.05181003;0.045034872;0.03841913;0.032082365;0.025187645;0.018013949;0.012713384;0.011398207
166.2;0.045519;0.079707738;0.073331119;0.066157423;0.056193955;0.043839256;0.029850548;0.017376287;0.00844902;0.004344072;0.001195616
256.4;0.010757;0.041846563;0.0391365;0.036585852;0.032042511;0.026981069;0.023194952;0.018412488;0.014028562;0.010561275;0.008887413
152.2;0.050068;0.074128197;0.066555961;0.058983726;0.049020259;0.037382929;0.024271006;0.013072069;0.007452674;0.003000996;0.000912654
164.7;0.055676;0.064961807;0.056991033;0.049817336;0.040650947;0.029691133;0.018013949;0.010840252;0.005539688;0.001430754;0.000285752
194.1;0.055532;0.064961807;0.057389572;0.050215875;0.040650947;0.029890402;0.01813351;0.010840252;0.005619396;0.001438725;0.000304484
140.6;0.02712;0.086482896;0.080106277;0.072534042;0.061773497;0.053404185;0.045433411;0.034075058;0.022198605;0.012713384;0.006536035
265.7;0.046359;0.078910661;0.072135503;0.064961807;0.054599801;0.04264364;0.028814347;0.016539356;0.008329459;0.004144802;0.001171704
373.2;0.013569;0.064961807;0.06097642;0.055396878;0.047824643;0.041846563;0.034553305;0.026741946;0.018811026;0.013829293;0.011876453
188.1;0.01002;0.033397542;0.031683826;0.029133178;0.025626038;0.022358021;0.019169711;0.015543009;0.011916307;0.009325805;0.008010628
176.2;0.040569;0.08528728;0.078910661;0.072135503;0.062172036;0.050215875;0.035988044;0.022278313;0.011039522;0.005659249;0.002478911
138;0.011845;0.053005646;0.049418798;0.045433411;0.039734308;0.033277981;0.028176685;0.022397874;0.016499502;0.011916307;0.010322152
107.9;0.013998;0.0669545;0.062969113;0.057389572;0.049418798;0.043440717;0.036107605;0.027379608;0.019090003;0.014427101;0.012075722
133.2;0.043973;0.08209897;0.075323813;0.068150116;0.058186649;0.04583195;0.031763534;0.018890734;0.008608436;0.004822318;0.00159814
58.8;0.035317;0.084091664;0.080504816;0.074925274;0.066555961;0.055396878;0.041448024;0.027897708;0.015582863;0.006934573;0.003825971
326.6;0.027155;0.086482896;0.080106277;0.072534042;0.061773497;0.053404185;0.045433411;0.034075058;0.022198605;0.01267353;0.006496181
162.3;0.048175;0.076519429;0.069345732;0.062172036;0.05181003;0.040252408;0.026582531;0.014825639;0.00793092;0.003590834;0.001072069
158.9;0.056795;0.062570575;0.054998339;0.048223182;0.038897376;0.028256393;0.016858187;0.010521421;0.005141149;0.001386915;0.000135503
131.7;0.0534;0.068947194;0.06097642;0.053802723;0.043839256;0.032680173;0.020365327;0.011278645;0.006376619;0.001972767;0.000565925
146.1;0.020924;0.086084357;0.08209897;0.075722351;0.0669545;0.055396878;0.041846563;0.031922949;0.024390568;0.016300232;0.010441714
274.7;0.054139;0.067353039;0.059780804;0.052607107;0.043042179;0.03172368;0.019528396;0.011159083;0.006097642;0.001749585;0.000478246
137.5;0.055233;0.065758884;0.05778811;0.050614414;0.041049485;0.030288941;0.018452341;0.01091996;0.005699103;0.001446695;0.000342743
161.5;0.018662;0.080903354;0.076917967;0.072135503;0.064563268;0.054599801;0.042245101;0.02977084;0.023354367;0.016818333;0.011557622
264.5;0.04064;0.084888741;0.078910661;0.072135503;0.062172036;0.049817336;0.035908336;0.022198605;0.010959814;0.005659249;0.002458984
263.6;0.034892;0.083693125;0.080106277;0.074925274;0.0669545;0.055795417;0.041846563;0.028296247;0.015941548;0.00721355;0.003925606
380.1;0.016906;0.07612089;0.070541348;0.0669545;0.06097642;0.052208569;0.041448024;0.030249087;0.02132182;0.016619063;0.01215543
161.2;0.042165;0.084091664;0.077316506;0.070541348;0.060577881;0.048223182;0.03399535;0.020684158;0.009764198;0.005300565;0.00206443
135.3;0.048839;0.075722351;0.068548655;0.06097642;0.051012953;0.039176353;0.025785453;0.014187977;0.007771504;0.003383593;0.001020259
228.9;0.018742;0.080903354;0.076917967;0.072534042;0.064961807;0.054599801;0.042245101;0.029890402;0.023394221;0.016818333;0.011517768
209;0.013615;0.065360345;0.061374958;0.055795417;0.048223182;0.041846563;0.034672866;0.026821654;0.01885088;0.013909;0.011916307
73.3;0.011887;0.053404185;0.049817336;0.04583195;0.039853869;0.033517104;0.028375955;0.02255729;0.01657921;0.011956161;0.010362006
212.2;0.0517;0.071736964;0.063766191;0.056592494;0.046629027;0.035071405;0.022318167;0.011597476;0.006934573;0.002494852;0.000753238
139.8;0.031214;0.079707738;0.073331119;0.070939887;0.065758884;0.056991033;0.044636333;0.031364995;0.019050149;0.009764198;0.004543341
290.7;0.021622;0.087279973;0.082896048;0.076519429;0.0669545;0.054998339;0.041448024;0.032839588;0.024470276;0.015981402;0.010003321
236.7;0.014368;0.068150116;0.064164729;0.058585188;0.051012953;0.045034872;0.037103952;0.027857855;0.019209565;0.014825639;0.012195284
143.5;0.012111;0.054998339;0.05181003;0.047426104;0.041448024;0.03471272;0.029292594;0.023234806;0.016977748;0.01215543;0.010640983
102.5;0.035322;0.084091664;0.080504816;0.074925274;0.066555961;0.055396878;0.041448024;0.027857855;0.015543009;0.006934573;0.003825971
266;0.048523;0.07612089;0.068947194;0.061773497;0.051411491;0.039614746;0.026144138;0.014506808;0.007851212;0.003479243;0.001048157
108.4;0.015891;0.072932581;0.068947194;0.062570575;0.057389572;0.049817336;0.040252408;0.029691133;0.019767519;0.016140817;0.012354699
341.5;0.021851;0.087678512;0.082896048;0.076519429;0.0669545;0.054998339;0.041049485;0.033118565;0.024470276;0.015901694;0.009843906
89.3;0.019674;0.083693125;0.079707738;0.074128197;0.066157423;0.055396878;0.042245101;0.029531717;0.023992029;0.016658917;0.011079376
59.4;0.054763;0.066555961;0.058585188;0.051411491;0.041846563;0.030886749;0.018930588;0.011039522;0.005898373;0.001562272;0.000402524
102.2;0.042077;0.084091664;0.077715045;0.070541348;0.060577881;0.048223182;0.034114912;0.020763866;0.009804052;0.005300565;0.002088343
259.2;0.041995;0.084091664;0.077715045;0.070541348;0.060577881;0.04862172;0.03419462;0.020843574;0.00988376;0.005340418;0.00210827
108.6;0.035134;0.083693125;0.080106277;0.074925274;0.066555961;0.055396878;0.041448024;0.028057124;0.015742278;0.007054135;0.003869811
235.9;0.024166;0.089272667;0.082896048;0.07612089;0.065758884;0.053005646;0.04264364;0.034513451;0.023832614;0.014666224;0.008369313
61.1;0.016247;0.074526735;0.069345732;0.064164729;0.058585188;0.051012953;0.040650947;0.02997011;0.020205912;0.016340086;0.012314846
68.3;0.043146;0.082896048;0.076519429;0.069345732;0.059382265;0.047027566;0.032799734;0.019687811;0.009046828;0.005021588;0.001813351
332;0.011747;0.05181003;0.04862172;0.044636333;0.039096646;0.032720027;0.027778147;0.022079044;0.016300232;0.011836599;0.010202591
256.7;0.045985;0.0793092;0.072534042;0.065758884;0.055396878;0.043042179;0.02925274;0.016898041;0.008369313;0.00422451;0.00118366
260.5;0.040679;0.084888741;0.078910661;0.072135503;0.062172036;0.049817336;0.035828628;0.022158751;0.010959814;0.005659249;0.002451013
357.3;0.013099;0.062172036;0.058186649;0.053404185;0.046230488;0.039574892;0.03295915;0.025745599;0.01833278;0.013111923;0.011557622
139.3;0.052501;0.07014281;0.062172036;0.054998339;0.045433411;0.033915643;0.021401528;0.011398207;0.00669545;0.002247758;0.00066556
184.6;0.025138;0.088874128;0.082497509;0.075323813;0.064563268;0.05181003;0.043839256;0.034672866;0.023434075;0.014068416;0.007731651
52.1;0.036875;0.085685819;0.080903354;0.074925274;0.065758884;0.054201262;0.039853869;0.026343408;0.014187977;0.006257057;0.00344736
360.7;0.022731;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.033875789;0.024390568;0.015503155;0.009285952
171.5;0.018363;0.079707738;0.07612089;0.071338426;0.064164729;0.054599801;0.042245101;0.030049817;0.023155098;0.016858187;0.011677184
81.9;0.047326;0.077715045;0.070939887;0.063367652;0.053404185;0.041448024;0.027618731;0.015582863;0.008130189;0.003853869;0.001127864
220.8;0.053541;0.068548655;0.060577881;0.053404185;0.043839256;0.032480903;0.020205912;0.011278645;0.006336765;0.001932913;0.000549983
215.4;0.011861;0.053005646;0.049817336;0.04583195;0.039814015;0.033357688;0.028256393;0.022477582;0.016539356;0.011956161;0.010322152
310.6;0.025477;0.088874128;0.08209897;0.074925274;0.064164729;0.051411491;0.044237795;0.034633012;0.02327466;0.013829293;0.007532381
232;0.0372;0.085685819;0.080504816;0.074925274;0.065758884;0.053802723;0.039574892;0.025984723;0.013869146;0.006257057;0.003363667
356.5;0.011254;0.047027566;0.043839256;0.041049485;0.035709067;0.029930256;0.02554633;0.020325473;0.015264032;0.011278645;0.009525075
387.5;0.022491;0.088874128;0.083294587;0.076519429;0.0669545;0.054599801;0.040650947;0.033716373;0.024430422;0.015622717;0.009445367
322.1;0.014049;0.0669545;0.062969113;0.057389572;0.049817336;0.043440717;0.036306875;0.027459316;0.019129857;0.014466955;0.012115576
174.3;0.039056;0.085685819;0.080106277;0.073729658;0.063766191;0.05181003;0.037661906;0.023992029;0.012314846;0.00597808;0.00288542
343;0.017209;0.07612089;0.072135503;0.068150116;0.061773497;0.052607107;0.041846563;0.030288941;0.021800066;0.016738625;0.012075722
124.3;0.05695;0.062570575;0.054998339;0.047824643;0.038658253;0.02801727;0.016698771;0.010481568;0.005061441;0.001374958;0.000114381
52.6;0.014836;0.069744271;0.065360345;0.060179342;0.053005646;0.046629027;0.038219861;0.028455663;0.019528396;0.015224178;0.012314846
266.3;0.026807;0.087279973;0.080504816;0.072932581;0.062172036;0.053005646;0.045433411;0.034234474;0.022437728;0.012912654;0.00669545
75.9;0.048999;0.075722351;0.068150116;0.06097642;0.050614414;0.03893723;0.025586184;0.014068416;0.007731651;0.003331783;0.001008303
335.2;0.023482;0.089272667;0.082896048;0.076519429;0.066157423;0.053802723;0.041049485;0.034274327;0.024151445;0.015104616;0.008807705
383.1;0.014797;0.069744271;0.065360345;0.060179342;0.053005646;0.046629027;0.038100299;0.028415809;0.019488542;0.015224178;0.012314846
75.8;0.043541;0.082497509;0.075722351;0.068947194;0.058983726;0.046629027;0.032321488;0.019289273;0.008767851;0.00494188;0.001709731
180.9;0.021263;0.086881435;0.082497509;0.07612089;0.0669545;0.055396878;0.041448024;0.032401196;0.024430422;0.016140817;0.010202591
88.3;0.050818;0.072932581;0.065360345;0.05778811;0.047824643;0.036346729;0.023354367;0.012394553;0.00721355;0.002765859;0.000840917
233.8;0.056977;0.062570575;0.054998339;0.047824643;0.038618399;0.02801727;0.016658917;0.010441714;0.005061441;0.001374958;0.000110794
94.8;0.051793;0.071338426;0.063766191;0.056193955;0.046629027;0.034911989;0.022198605;0.011517768;0.006894719;0.002466955;0.000745267
397.5;0.013933;0.066555961;0.062570575;0.056991033;0.049418798;0.043042179;0.035868482;0.0272999;0.019050149;0.014347393;0.012075722
62.2;0.04892;0.075722351;0.068548655;0.06097642;0.050614414;0.039056792;0.025665892;0.014148124;0.007731651;0.003355696;0.001016274
229.8;0.026968;0.086881435;0.080504816;0.072534042;0.062172036;0.053404185;0.045433411;0.034154766;0.022318167;0.012793092;0.006615742
274.1;0.044272;0.081700432;0.074925274;0.067751578;0.05778811;0.045433411;0.031404849;0.018571903;0.008568582;0.00474261;0.001522418
70.9;0.011993;0.054201262;0.051012953;0.046629027;0.040650947;0.034075058;0.028814347;0.022876121;0.016778479;0.012075722;0.010481568
86.3;0.038081;0.086084357;0.080106277;0.074128197;0.064961807;0.052607107;0.038578545;0.025068084;0.013111923;0.006137496;0.003140485
120.7;0.046221;0.078910661;0.072534042;0.065360345;0.054998339;0.043042179;0.028973763;0.016658917;0.008329459;0.004184656;0.001175689
259.6;0.031352;0.0793092;0.073729658;0.071338426;0.065758884;0.056991033;0.044636333;0.031245433;0.018930588;0.009644636;0.004543341
86.9;0.034353;0.082896048;0.079707738;0.074925274;0.0669545;0.056193955;0.042245101;0.028774494;0.016419794;0.007612089;0.004025241
96.1;0.03105;0.080106277;0.072932581;0.070541348;0.065758884;0.056991033;0.044636333;0.031484557;0.019169711;0.00988376;0.004583195
204.2;0.047005;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.02801727;0.015901694;0.008209897;0.003953504;0.001143806
293.1;0.023006;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.034035204;0.02431086;0.015383593;0.009126536
133.7;0.049805;0.074526735;0.0669545;0.059382265;0.049418798;0.037781468;0.024589837;0.013311192;0.007532381;0.003084689;0.000936566
334;0.01194;0.053802723;0.050215875;0.046230488;0.040252408;0.033796081;0.028615078;0.022716705;0.016658917;0.012035868;0.010441714
212.7;0.055929;0.064164729;0.056592494;0.049418798;0.040252408;0.029372302;0.017734972;0.010760545;0.00545998;0.001422783;0.000252275
113.7;0.040524;0.08528728;0.078910661;0.072135503;0.062172036;0.050215875;0.036027898;0.022318167;0.011079376;0.005659249;0.002490867
99.9;0.041333;0.084490203;0.078512122;0.071338426;0.061374958;0.049020259;0.035031551;0.021521089;0.01040186;0.005499834;0.002279641
182.1;0.052553;0.07014281;0.062172036;0.054998339;0.045433411;0.033835935;0.02132182;0.011398207;0.006655596;0.002231817;0.000661574
80.7;0.044085;0.081700432;0.075323813;0.068150116;0.058186649;0.04583195;0.031643972;0.018771172;0.008608436;0.004782464;0.001570242
269.6;0.04075;0.084888741;0.078910661;0.072135503;0.062172036;0.049817336;0.035748921;0.022079044;0.010880106;0.005619396;0.002431086
311.3;0.017573;0.076519429;0.073331119;0.069345732;0.062570575;0.053404185;0.041846563;0.030328794;0.022278313;0.016818333;0.011956161
100.1;0.035195;0.083693125;0.080106277;0.074925274;0.066555961;0.055396878;0.041448024;0.02801727;0.015662571;0.007014281;0.003853869
58.6;0.027493;0.086084357;0.0793092;0.071736964;0.06097642;0.054201262;0.045433411;0.033915643;0.021959482;0.012434407;0.006296911
190.9;0.018272;0.0793092;0.075722351;0.071338426;0.064164729;0.054201262;0.042245101;0.030129525;0.02307539;0.016858187;0.011717038
196.2;0.010761;0.041846563;0.039176353;0.036625706;0.032082365;0.027020923;0.023194952;0.018452341;0.014068416;0.010561275;0.008887413
124.5;0.015918;0.072932581;0.068947194;0.062969113;0.05778811;0.050215875;0.040252408;0.029730986;0.019767519;0.016140817;0.012354699
387.3;0.01455;0.068947194;0.064563268;0.059382265;0.05181003;0.04583195;0.037542345;0.028057124;0.019289273;0.014985055;0.012235138
103;0.048366;0.076519429;0.069345732;0.061773497;0.05181003;0.039853869;0.026343408;0.01462637;0.007891066;0.003531053;0.001060113
184.6;0.035379;0.084091664;0.080504816;0.074925274;0.066555961;0.055396878;0.041448024;0.027818001;0.015503155;0.006894719;0.00381003
98.2;0.047759;0.077316506;0.07014281;0.062969113;0.052607107;0.040650947;0.027100631;0.015184324;0.008050482;0.003718366;0.001099967
91;0.012993;0.061773497;0.05778811;0.052607107;0.04583195;0.039096646;0.032600465;0.025506476;0.018213218;0.012952507;0.011477914
304.9;0.018927;0.081700432;0.077715045;0.072932581;0.065360345;0.054998339;0.042245101;0.029810694;0.023513783;0.016778479;0.01143806
137.6;0.01997;0.084091664;0.080504816;0.074925274;0.066555961;0.055396878;0.042245101;0.030209233;0.024111591;0.01657921;0.010959814
235.8;0.022915;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.03399535;0.024350714;0.015423447;0.00916639
395.8;0.017046;0.07612089;0.071338426;0.067751578;0.061374958;0.052607107;0.041448024;0.030249087;0.021560943;0.016698771;0.012115576
216.5;0.037988;0.086084357;0.080106277;0.074526735;0.064961807;0.053005646;0.038698107;0.025187645;0.013191631;0.006137496;0.003164397
132.9;0.011613;0.050614414;0.047426104;0.043839256;0.038219861;0.031962803;0.027180339;0.021600797;0.016021255;0.011717038;0.010003321
156.3;0.050063;0.074128197;0.066555961;0.058983726;0.049020259;0.037422783;0.024271006;0.013072069;0.007452674;0.003000996;0.000912654
198.5;0.025644;0.08847559;0.08209897;0.074526735;0.064164729;0.051411491;0.044636333;0.034633012;0.023155098;0.013709731;0.007452674
84.7;0.046894;0.078113584;0.071338426;0.064164729;0.053802723;0.041846563;0.028136832;0.016021255;0.008209897;0.003985387;0.001147791
168.9;0.02544;0.088874128;0.08209897;0.074925274;0.064164729;0.051411491;0.044237795;0.034672866;0.02327466;0.013869146;0.007572235
102;0.042176;0.084091664;0.077316506;0.070541348;0.060577881;0.048223182;0.03399535;0.020644304;0.009764198;0.005300565;0.002060445
307.2;0.018391;0.079707738;0.07612089;0.071338426;0.064164729;0.054599801;0.042245101;0.030049817;0.023155098;0.016858187;0.011677184
76.5;0.020073;0.084490203;0.080903354;0.074925274;0.066555961;0.055396878;0.042245101;0.030408502;0.024111591;0.016539356;0.010880106
158.2;0.042248;0.083693125;0.077316506;0.070541348;0.060577881;0.048223182;0.033915643;0.02060445;0.009724344;0.005260711;0.002044503
254;0.034956;0.083693125;0.080106277;0.074925274;0.0669545;0.055795417;0.041846563;0.028216539;0.015901694;0.007173696;0.003909665
281.3;0.010429;0.038498838;0.036067752;0.033238127;0.029452009;0.024948522;0.021560943;0.017177018;0.013151777;0.010003321;0.00844902
186.4;0.052487;0.07014281;0.062172036;0.054998339;0.045433411;0.033915643;0.021401528;0.011398207;0.00669545;0.002251744;0.000669545
103.5;0.013131;0.062570575;0.058585188;0.053404185;0.046230488;0.039734308;0.033078711;0.025825307;0.018372634;0.013151777;0.011597476
134.4;0.045185;0.080504816;0.073729658;0.066555961;0.056592494;0.044237795;0.030249087;0.017695118;0.008488874;0.004463633;0.001283295
93.1;0.035938;0.084888741;0.080504816;0.074925274;0.066157423;0.054998339;0.040650947;0.0272999;0.015024909;0.006536035;0.003678512
77.4;0.036709;0.085685819;0.080903354;0.074925274;0.066157423;0.054201262;0.040252408;0.026502823;0.014307539;0.006296911;0.003487214
115.9;0.019518;0.083294587;0.0793092;0.074128197;0.065758884;0.054998339;0.042245101;0.029491863;0.023952175;0.016658917;0.011159083
391.7;0.011903;0.053404185;0.050215875;0.04583195;0.040252408;0.033596812;0.028455663;0.022597144;0.016619063;0.011996015;0.01040186
265.8;0.043555;0.082497509;0.075722351;0.068947194;0.058585188;0.046629027;0.032281634;0.019289273;0.008767851;0.00494188;0.001709731
141.8;0.050657;0.073331119;0.065758884;0.058186649;0.048223182;0.036545998;0.023553637;0.012553969;0.007253404;0.002817669;0.000856858
233.3;0.019775;0.084091664;0.080106277;0.074526735;0.066157423;0.055396878;0.042245101;0.02977084;0.024031883;0.016619063;0.011039522
153.8;0.014294;0.068150116;0.063766191;0.058186649;0.050614414;0.044636333;0.036904683;0.027738293;0.019209565;0.014745932;0.012195284
262;0.051895;0.071338426;0.063367652;0.056193955;0.046230488;0.034792428;0.022079044;0.01143806;0.006894719;0.002435071;0.000733311
349.9;0.011857;0.053005646;0.049817336;0.04583195;0.039774161;0.033357688;0.028256393;0.022437728;0.016499502;0.011956161;0.010322152
253.3;0.026193;0.088077051;0.081301893;0.073729658;0.063367652;0.051411491;0.045034872;0.034473597;0.022836267;0.013351046;0.007093989
235.9;0.03343;0.080903354;0.078512122;0.074128197;0.0669545;0.056592494;0.043042179;0.029571571;0.017216871;0.008249751;0.00422451
68.3;0.049289;0.074925274;0.067751578;0.060577881;0.050215875;0.038498838;0.025227499;0.013789439;0.007651943;0.003244105;0.000984391
265.2;0.022959;0.088874128;0.082896048;0.076519429;0.066555961;0.054201262;0.040252408;0.034035204;0.02431086;0.015383593;0.00916639
103.6;0.04828;0.076519429;0.069345732;0.062172036;0.05181003;0.039853869;0.026462969;0.014706078;0.00793092;0.003554965;0.001064098
259.1;0.020809;0.085685819;0.081700432;0.075722351;0.0669545;0.055396878;0.041846563;0.03172368;0.024350714;0.016340086;0.010481568
85.6;0.033947;0.08209897;0.0793092;0.074526735;0.0669545;0.056592494;0.04264364;0.029133178;0.016778479;0.007891066;0.004144802
169.2;0.011798;0.052607107;0.049020259;0.045034872;0.039415477;0.032999004;0.027977416;0.022238459;0.01637994;0.011876453;0.010242444
88.5;0.043333;0.082497509;0.07612089;0.068947194;0.058983726;0.046629027;0.032560611;0.019488542;0.008927267;0.004981734;0.001765526
336.2;0.0246;0.089272667;0.082896048;0.075722351;0.065360345;0.052607107;0.043042179;0.034633012;0.023713052;0.014387247;0.008090335
251.8;0.05113;0.072534042;0.064961807;0.057389572;0.047426104;0.035868482;0.022995682;0.012115576;0.007133843;0.002670209;0.000813019
351.4;0.022152;0.088077051;0.082896048;0.076519429;0.0669545;0.054998339;0.041049485;0.033397542;0.024470276;0.015782132;0.00968449
214.4;0.047516;0.077316506;0.070541348;0.063367652;0.053005646;0.041049485;0.027379608;0.015423447;0.008090335;0.003798074;0.001115908
351.4;0.02333;0.089272667;0.082896048;0.076519429;0.066157423;0.054201262;0.041049485;0.034234474;0.024191299;0.015184324;0.008927267
100.6;0.011463;0.049020259;0.04583195;0.04264364;0.037223514;0.031125872;0.026502823;0.021082697;0.015702424;0.011557622;0.009804052
318.6;0.016352;0.074925274;0.069345732;0.064961807;0.058983726;0.051012953;0.041049485;0.030009963;0.020405181;0.01637994;0.012274992
112;0.032051;0.078113584;0.075722351;0.072534042;0.066555961;0.056991033;0.044237795;0.030687479;0.01833278;0.009206244;0.004463633
263.8;0.037546;0.085685819;0.080504816;0.074526735;0.065360345;0.053404185;0.039216207;0.025626038;0.013590169;0.006217204;0.003275988
268.4;0.017283;0.07612089;0.072135503;0.068548655;0.062172036;0.053005646;0.041846563;0.030288941;0.021919628;0.016738625;0.012035868
118.8;0.014497;0.068548655;0.064563268;0.058983726;0.051411491;0.045433411;0.037422783;0.02801727;0.019289273;0.014945201;0.012235138
